"id_empresa","ciiu","sector","clase_riesgo","n_trabajadores","ciudad","departamento","antiguedad_meses","prima_anual","fecha_afiliacion"
"E02847","5096","Construccion",5,125,"Barranquilla","Atlantico",168,39889788,2011-03-16
"E02848","6383","Servicios profesionales",1,11,"Bucaramanga","Santander",103,289646,2016-07-17
"E02849","5997","Servicios profesionales",1,23,"Medellin","Antioquia",129,602315,2014-05-29
"E02850","8566","Comercio",3,14,"Cali","Valle",65,1934340,2019-08-31
"E02851","4831","TIC",2,29,"Pereira","Risaralda",159,955118,2011-12-11
"E02852","7447","Salud",3,59,"Medellin","Antioquia",42,6661595,2021-07-21
"E02853","1086","Energia",5,18,"Cali","Valle",33,,2022-04-17
"E02854","3072","Construccion",5,113,"Cali","Valle",15,42059700,2023-10-09
"E02855","4247","Agricultura",4,61,"Bogota","Cundinamarca",90,,2017-08-11
"E02856","9360","Educacion",2,74,"Medellin","Antioquia",118,3023216,2015-04-24
"E02857","9063","TIC",1,93,"Bogota","Cundinamarca",96,2459506,2017-02-12
"E02858","2066","Agricultura",3,55,,,45,8094295,2021-04-22
"E02859","7838","Manufactura",3,12,"Cali","Valle",81,1329622,2018-05-08
"E02860","8771","Energia",4,81,"Bogota","Cundinamarca",135,19227621,2013-11-30
"E02861","6803","Educacion",2,35,"Barranquilla","Atlantico",219,1754138,2007-01-06
"E02862","8580","TIC",2,92,"Medellin","Antioquia",189,4208017,2009-06-24
"E02863","7531","Salud",3,83,"Bogota","Cundinamarca",41,9401662,2021-08-20
"E02864","1492","Manufactura",4,16,"Bogota","Cundinamarca",121,3755857,2015-01-24
"E02865","8370","Educacion",2,74,"Medellin","Antioquia",86,3269650,2017-12-09
"E02866","1455","Salud",3,43,"Bucaramanga","Santander",11,4566285,2024-02-06
"E02867","7425","Financiero",1,20,"Bucaramanga","Santander",204,367593,2008-03-31
"E02868","2427","Comercio",2,43,"Bogota","Cundinamarca",180,2455025,2010-03-21
"E02869","4067","Agricultura",4,11,"Bogota","Cundinamarca",117,2665805,2015-05-24
"E02870","5009","Comercio",3,35,"Pereira","Risaralda",88,,2017-10-10
"E02871","5440","Construccion",5,16,,,24,,2023-01-12
"E02872","5410","Comercio",3,41,"Manizales","Caldas",192,4536802,2009-03-26
"E02873","5140","Transporte",5,48,"Medellin","Antioquia",226,14834452,2006-06-10
"E02874","2607","Manufactura",3,30,"Barranquilla","Atlantico",76,3764912,2018-10-05
"E02875","9121","Servicios profesionales",1,74,"Medellin","Antioquia",207,2182660,2008-01-01
"E02876","2398","TIC",1,76,"Medellin","Antioquia",203,2072669,2008-04-30
"E02877","4064","Agricultura",4,36,,,208,7797444,2007-12-02
"E02878","8120","Inmobiliario",1,40,"Medellin","Antioquia",153,991477,2012-06-08
"E02879","6010","Construccion",5,63,"Medellin","Antioquia",191,24182360,2009-04-25
"E02880","4633","Manufactura",5,49,"Medellin","Antioquia",108,16757765,2016-02-18
"E02881","1161","Comercio",3,44,"Medellin","Antioquia",213,5996011,2007-07-05
"E02882","9382","Comercio",3,57,"Medellin","Antioquia",36,,2022-01-17
"E02883","4823","Salud",3,90,,,197,12550687,2008-10-27
"E02884","4242","Comercio",3,40,"Cali","Valle",81,4585866,2018-05-08
"E02885","2454","Educacion",1,54,"Medellin","Antioquia",123,1623844,2014-11-25
"E02886","6899","Comercio",3,35,"Medellin","Antioquia",217,3617569,2007-03-07
"E02887","2713","Financiero",1,31,"Medellin","Antioquia",46,752043,2021-03-23
"E02888","4120","Alojamiento y comida",3,13,"Cali","Valle",121,1643155,2015-01-24
"E02889","5613","Manufactura",5,35,"Bogota","Cundinamarca",189,11459218,2009-06-24
"E02890","2334","Comercio",4,19,"Cali","Valle",148,4328903,2012-11-05
"E02891","6662","Comercio",3,70,"Medellin","Antioquia",176,7633696,2010-07-19
"E02892","8821","Financiero",1,34,"Barranquilla","Atlantico",163,903149,2011-08-13
"E02893","7320","Financiero",1,37,"Medellin","Antioquia",173,1054973,2010-10-17
"E02894","1090","Construccion",5,18,"Barranquilla","Atlantico",34,6309160,2022-03-18
"E02895","3510","Construccion",5,42,"Medellin","Antioquia",131,15439930,2014-03-30
"E02896","9524","TIC",1,157,"Bogota","Cundinamarca",155,3178239,2012-04-09
"E02897","2352","Financiero",1,20,"Medellin","Antioquia",78,422230,2018-08-06
"E02898","2912","Alojamiento y comida",4,22,"Manizales","Caldas",150,4823747,2012-09-06
"E02899","6127","Manufactura",4,59,"Bogota","Cundinamarca",210,12923849,2007-10-03
"E02900","6140","TIC",1,7,"Cali","Valle",32,,2022-05-17
"E02901","6772","Salud",3,46,"Bogota","Cundinamarca",29,,2022-08-15
"E02902","2620","Alojamiento y comida",3,38,"Cali","Valle",236,5244023,2005-08-14
"E02903","6106","Manufactura",4,37,"Bogota","Cundinamarca",196,7440667,2008-11-26
"E02904","3917","Administracion publica",2,4,"Bogota","Cundinamarca",76,180994,2018-10-05
"E02905","1418","Administracion publica",2,67,,,63,2986387,2019-10-30
"E02906","1754","Agricultura",3,11,,,77,1490938,2018-09-05
"E02907","7864","Servicios profesionales",1,39,"Bogota","Cundinamarca",237,1013990,2005-07-15
"E02908","4566","Servicios profesionales",1,35,"Cali","Valle",7,,2024-06-05
"E02909","7994","Servicios profesionales",2,22,,,26,,2022-11-13
"E02910","6263","Inmobiliario",1,37,"Manizales","Caldas",109,1164769,2016-01-19
"E02911","8678","Agricultura",4,53,"Barranquilla","Atlantico",42,11360426,2021-07-21
"E02912","5673","Inmobiliario",1,47,"Bogota","Cundinamarca",100,1041947,2016-10-15
"E02913","1836","TIC",1,21,"Bogota","Cundinamarca",16,,2023-09-09
"E02914","4672","Comercio",3,9,"Bucaramanga","Santander",186,1369346,2009-09-22
"E02915","1885","Comercio",2,84,"Manizales","Caldas",129,,2014-05-29
"E02916","6944","TIC",1,15,"Bogota","Cundinamarca",128,491107,2014-06-28
"E02917","2374","Construccion",5,13,"Bucaramanga","Santander",213,4222441,2007-07-05
"E02918","3302","Educacion",2,17,"Medellin","Antioquia",134,,2013-12-30
"E02919","5893","Mineria",5,88,"Bogota","Cundinamarca",109,26297311,2016-01-19
"E02920","1356","Educacion",1,32,,,183,926993,2009-12-21
"E02921","7310","Manufactura",4,12,"Barranquilla","Atlantico",129,3256111,2014-05-29
"E02922","8795","Inmobiliario",2,31,"Bogota","Cundinamarca",231,1737250,2006-01-11
"E02923","4494","Servicios profesionales",1,91,"Cali","Valle",132,2088661,2014-02-28
"E02924","8085","Financiero",1,22,"Barranquilla","Atlantico",100,528092,2016-10-15
"E02925","8887","Comercio",3,40,"Pereira","Risaralda",75,3669237,2018-11-04
"E02926","7157","Construccion",5,35,"Cali","Valle",227,9366680,2006-05-11
"E02927","7961","Comercio",2,76,"Medellin","Antioquia",101,3502695,2016-09-15
"E02928","1387","Transporte",4,26,"Medellin","Antioquia",83,,2018-03-09
"E02929","2650","Comercio",4,75,"Barranquilla","Atlantico",204,19978023,2008-03-31
"E02930","7367","Financiero",2,11,"Bucaramanga","Santander",154,538821,2012-05-09
"E02931","5963","Salud",2,87,"Bogota","Cundinamarca",93,4434700,2017-05-13
"E02932","4068","Inmobiliario",1,91,"Cali","Valle",240,2139053,2005-04-16
"E02933","8271","Manufactura",5,17,,,12,5814560,2024-01-07
"E02934","4025","Administracion publica",2,35,"Bogota","Cundinamarca",236,1525971,2005-08-14
"E02935","3167","Servicios profesionales",1,28,"Cali","Valle",129,686139,2014-05-29
"E02936","4061","Construccion",5,10,"Bogota","Cundinamarca",48,5325083,2021-01-22
"E02937","5633","Manufactura",4,56,"Cali","Valle",27,11468787,2022-10-14
"E02938","4450","Servicios profesionales",2,96,"Medellin","Antioquia",68,5085898,2019-06-02
"E02939","6590","Transporte",4,6,"Bogota","Cundinamarca",212,1097662,2007-08-04
"E02940","5640","Salud",3,2,"Bogota","Cundinamarca",225,325228,2006-07-10
"E02941","6345","Educacion",2,113,"Cali","Valle",40,7141909,2021-09-19
"E02942","9924","Construccion",4,59,"Bogota","Cundinamarca",128,14459359,2014-06-28
"E02943","9701","Financiero",2,22,"Bogota","Cundinamarca",65,973312,2019-08-31
"E02944","3091","Comercio",3,12,"Bucaramanga","Santander",13,1409190,2023-12-08
"E02945","2009","Salud",3,71,"Barranquilla","Atlantico",106,8210763,2016-04-18
"E02946","6249","Comercio",3,22,"Bogota","Cundinamarca",182,2998812,2010-01-20
"E02947","5933","Financiero",1,14,"Cali","Valle",107,353830,2016-03-19
"E02948","1825","Manufactura",3,127,"Barranquilla","Atlantico",231,17323595,2006-01-11
"E02949","4772","Energia",4,6,"Bogota","Cundinamarca",240,1119833,2005-04-16
"E02950","6570","Administracion publica",2,15,"Bogota","Cundinamarca",104,853355,2016-06-17
"E02951","8476","Inmobiliario",2,115,"Medellin","Antioquia",144,6466461,2013-03-05
"E02952","7214","Transporte",4,4,"Cali","Valle",238,1025816,2005-06-15
"E02953","7402","Construccion",5,65,"Medellin","Antioquia",124,15172187,2014-10-26
"E02954","7166","Alojamiento y comida",3,12,"Bogota","Cundinamarca",194,1371952,2009-01-25
"E02955","2051","Comercio",3,69,"Bogota","Cundinamarca",201,7509441,2008-06-29
"E02956","3052","Transporte",5,19,"Bogota","Cundinamarca",99,7134868,2016-11-14
"E02957","8451","Inmobiliario",1,23,"Cali","Valle",184,647682,2009-11-21
"E02958","7732","Comercio",4,128,"Bogota","Cundinamarca",83,29619633,2018-03-09
"E02959","4832","TIC",1,26,"Medellin","Antioquia",215,502224,2007-05-06
"E02960","8978","Comercio",2,37,"Medellin","Antioquia",206,2402228,2008-01-31
"E02961","7141","Administracion publica",1,36,"Bogota","Cundinamarca",45,996392,2021-04-22
"E02962","5689","Transporte",4,29,"Cali","Valle",6,6713677,2024-07-05
"E02963","7435","Financiero",1,7,"Medellin","Antioquia",175,,2010-08-18
"E02964","8877","TIC",1,23,"Medellin","Antioquia",191,556448,2009-04-25
"E02965","6680","Mineria",5,85,,,222,33847067,2006-10-08
"E02966","1892","Comercio",4,31,"Medellin","Antioquia",27,7026517,2022-10-14
"E02967","8353","Mineria",5,35,"Manizales","Caldas",124,12457659,2014-10-26
"E02968","7283","Servicios profesionales",1,73,"Bogota","Cundinamarca",47,1803271,2021-02-21
"E02969","8368","Mineria",5,102,"Medellin","Antioquia",59,32368430,2020-02-27
"E02970","4040","Construccion",5,43,"Medellin","Antioquia",77,16857311,2018-09-05
"E02971","1799","Inmobiliario",1,22,"Medellin","Antioquia",237,493478,2005-07-15
"E02972","5581","Energia",4,23,"Medellin","Antioquia",6,4237527,2024-07-05
"E02973","4609","Salud",3,26,"Pereira","Risaralda",120,2807054,2015-02-23
"E02974","6120","Comercio",3,25,"Cali","Valle",131,3139170,2014-03-30
"E02975","4353","Alojamiento y comida",4,93,"Medellin","Antioquia",31,16051934,2022-06-16
"E02976","5980","Financiero",1,39,"Bogota","Cundinamarca",87,856107,2017-11-09
"E02977","6728","Comercio",3,32,"Medellin","Antioquia",64,4693498,2019-09-30
"E02978","5021","Manufactura",4,80,"Bogota","Cundinamarca",207,15130190,2008-01-01
"E02979","6389","Energia",3,20,"Bogota","Cundinamarca",61,,2019-12-29
"E02980","4833","Energia",4,7,"Barranquilla","Atlantico",45,,2021-04-22
"E02981","1860","Administracion publica",3,110,"Bogota","Cundinamarca",194,14120168,2009-01-25
"E02982","4871","Comercio",3,24,"Cali","Valle",180,2622552,2010-03-21
"E02983","8658","Administracion publica",2,32,"Cali","Valle",94,1968488,2017-04-13
"E02984","8763","Comercio",4,62,"Medellin","Antioquia",89,14466032,2017-09-10
"E02985","6194","Financiero",1,33,"Barranquilla","Atlantico",112,1025572,2015-10-21
"E02986","3872","Construccion",5,4,,,104,1538640,2016-06-17
"E02987","7586","TIC",1,20,"Medellin","Antioquia",130,518152,2014-04-29
"E02988","1947","Comercio",2,27,"Barranquilla","Atlantico",173,1780588,2010-10-17
"E02989","5914","Manufactura",4,13,"Medellin","Antioquia",153,2712855,2012-06-08
"E02990","2317","TIC",2,43,"Pereira","Risaralda",8,2060782,2024-05-06
"E02991","3590","Inmobiliario",2,8,,,28,363950,2022-09-14
"E02992","5789","Comercio",3,28,"Medellin","Antioquia",194,3258344,2009-01-25
"E02993","2735","Mineria",5,57,"Bogota","Cundinamarca",186,15091460,2009-09-22
"E02994","3998","Servicios profesionales",2,8,"Medellin","Antioquia",76,448931,2018-10-05
"E02995","2184","Educacion",1,45,"Bogota","Cundinamarca",55,978681,2020-06-26
"E02996","1329","Administracion publica",2,26,"Bogota","Cundinamarca",169,1076747,2011-02-14
"E02997","9534","Inmobiliario",1,18,"Bucaramanga","Santander",28,345576,2022-09-14
"E02998","9231","Salud",2,167,"Bogota","Cundinamarca",33,9043782,2022-04-17
"E02999","9558","Transporte",3,33,"Barranquilla","Atlantico",50,4533926,2020-11-23
"E03000","8719","Agricultura",4,39,"Pereira","Risaralda",177,7262248,2010-06-19
"E03001","7335","Construccion",5,78,,,208,23307060,2007-12-02
"E03002","1559","Salud",3,73,"Manizales","Caldas",82,,2018-04-08
"E03003","7097","Educacion",2,34,"Bucaramanga","Santander",11,2021287,2024-02-06
"E03004","9803","Servicios profesionales",1,17,"Medellin","Antioquia",122,379830,2014-12-25
"E03005","6386","Construccion",5,16,"Bogota","Cundinamarca",208,6964770,2007-12-02
"E03006","4070","Inmobiliario",1,51,"Medellin","Antioquia",213,1269176,2007-07-05
"E03007","5176","Servicios profesionales",1,95,"Cali","Valle",8,2117361,2024-05-06
"E03008","3579","Manufactura",4,12,"Bogota","Cundinamarca",198,2540212,2008-09-27
"E03009","1618","Energia",3,56,"Medellin","Antioquia",44,7122445,2021-05-22
"E03010","3129","Alojamiento y comida",4,44,"Bogota","Cundinamarca",59,,2020-02-27
"E03011","3590","Servicios profesionales",1,69,"Medellin","Antioquia",112,1454448,2015-10-21
"E03012","1305","Servicios profesionales",1,131,"Medellin","Antioquia",188,3405566,2009-07-24
"E03013","2428","Agricultura",3,45,"Cali","Valle",186,5721882,2009-09-22
"E03014","7680","Financiero",1,12,"Bucaramanga","Santander",9,,2024-04-06
"E03015","7463","Agricultura",3,27,"Pereira","Risaralda",79,3460593,2018-07-07
"E03016","1947","Servicios profesionales",1,134,"Cali","Valle",232,3224318,2005-12-12
"E03017","8792","Construccion",5,119,"Medellin","Antioquia",180,43175911,2010-03-21
"E03018","9050","Transporte",4,6,"Bogota","Cundinamarca",225,1468836,2006-07-10
"E03019","4101","Agricultura",4,37,"Cali","Valle",92,7503471,2017-06-12
"E03020","6161","TIC",1,18,"Bogota","Cundinamarca",143,,2013-04-04
"E03021","8803","Salud",4,40,,,11,,2024-02-06
"E03022","3200","Agricultura",3,30,"Bogota","Cundinamarca",173,2895156,2010-10-17
"E03023","3539","Administracion publica",3,36,"Bogota","Cundinamarca",222,5901455,2006-10-08
"E03024","3580","Salud",4,18,"Medellin","Antioquia",95,3620308,2017-03-14
"E03025","2833","Financiero",1,13,"Bogota","Cundinamarca",45,407620,2021-04-22
"E03026","1786","Transporte",4,35,"Cali","Valle",161,7413960,2011-10-12
"E03027","4817","Transporte",3,10,"Medellin","Antioquia",177,1229793,2010-06-19
"E03028","2732","Administracion publica",2,94,"Medellin","Antioquia",10,4236931,2024-03-07
"E03029","8794","Alojamiento y comida",2,29,"Bogota","Cundinamarca",57,1374405,2020-04-27
"E03030","7504","Alojamiento y comida",4,12,"Cali","Valle",208,3184552,2007-12-02
"E03031","2348","Manufactura",4,16,"Pereira","Risaralda",34,3065559,2022-03-18
"E03032","1263","Inmobiliario",1,39,,,9,975561,2024-04-06
"E03033","9297","Financiero",1,15,"Pereira","Risaralda",83,432283,2018-03-09
"E03034","8954","Comercio",3,39,"Medellin","Antioquia",119,4858972,2015-03-25
"E03035","8717","Comercio",3,16,"Medellin","Antioquia",220,2295685,2006-12-07
"E03036","8424","Transporte",3,21,"Bogota","Cundinamarca",109,3100031,2016-01-19
"E03037","1653","Mineria",4,5,"Bogota","Cundinamarca",206,1304114,2008-01-31
"E03038","9077","Comercio",2,294,"Bogota","Cundinamarca",187,13922829,2009-08-23
"E03039","4042","Agricultura",3,91,"Cali","Valle",162,9839743,2011-09-12
"E03040","3035","Educacion",1,19,"Bogota","Cundinamarca",100,432063,2016-10-15
"E03041","9625","Manufactura",4,19,"Medellin","Antioquia",126,5632279,2014-08-27
"E03042","6748","Construccion",4,12,"Pereira","Risaralda",237,2796614,2005-07-15
"E03043","3275","Alojamiento y comida",3,9,"Bogota","Cundinamarca",186,1145077,2009-09-22
"E03044","4464","Financiero",2,123,"Bogota","Cundinamarca",111,7623063,2015-11-20
"E03045","6705","Inmobiliario",1,153,,,223,3897439,2006-09-08
"E03046","5743","Servicios profesionales",1,12,"Bogota","Cundinamarca",223,246547,2006-09-08
"E03047","1745","Administracion publica",1,13,"Bucaramanga","Santander",60,310102,2020-01-28
"E03048","6192","Inmobiliario",1,200,"Bogota","Cundinamarca",177,4449416,2010-06-19
"E03049","2238","Comercio",4,19,"Bogota","Cundinamarca",154,4265238,2012-05-09
"E03050","7911","Salud",3,43,"Cali","Valle",53,3985010,2020-08-25
"E03051","9509","Financiero",1,58,"Medellin","Antioquia",123,1710883,2014-11-25
"E03052","1700","Manufactura",4,17,"Cali","Valle",61,3165250,2019-12-29
"E03053","8888","TIC",2,259,"Medellin","Antioquia",53,10812394,2020-08-25
"E03054","2863","TIC",1,42,"Bogota","Cundinamarca",108,1003043,2016-02-18
"E03055","1387","TIC",1,6,"Medellin","Antioquia",169,169082,2011-02-14
"E03056","3673","Comercio",3,54,"Medellin","Antioquia",119,5187192,2015-03-25
"E03057","8753","Inmobiliario",1,118,"Cali","Valle",181,2424029,2010-02-19
"E03058","9174","Mineria",4,85,"Bogota","Cundinamarca",46,20641450,2021-03-23
"E03059","3727","Servicios profesionales",1,34,"Pereira","Risaralda",105,981173,2016-05-18
"E03060","9646","Comercio",3,20,"Cali","Valle",20,1848921,2023-05-12
"E03061","4871","Mineria",5,21,"Bogota","Cundinamarca",239,7522814,2005-05-16
"E03062","4106","Alojamiento y comida",3,17,"Cali","Valle",60,2545531,2020-01-28
"E03063","5817","Energia",4,129,"Medellin","Antioquia",12,24192404,2024-01-07
"E03064","3298","Servicios profesionales",2,34,"Cali","Valle",89,,2017-09-10
"E03065","5748","Alojamiento y comida",2,52,"Medellin","Antioquia",77,2939764,2018-09-05
"E03066","7318","Comercio",3,40,"Bogota","Cundinamarca",139,4518321,2013-08-02
"E03067","2548","Servicios profesionales",1,16,"Cali","Valle",217,395490,2007-03-07
"E03068","9740","Administracion publica",2,47,"Bucaramanga","Santander",214,2462092,2007-06-05
"E03069","8757","Servicios profesionales",1,35,"Cali","Valle",180,,2010-03-21
"E03070","6428","TIC",1,16,"Bogota","Cundinamarca",208,352640,2007-12-02
"E03071","4519","TIC",1,31,"Medellin","Antioquia",174,837691,2010-09-17
"E03072","5093","Manufactura",5,6,"Medellin","Antioquia",45,,2021-04-22
"E03073","6994","Financiero",1,40,"Medellin","Antioquia",225,1065217,2006-07-10
"E03074","9499","Mineria",4,27,"Medellin","Antioquia",209,5020171,2007-11-02
"E03075","5753","Salud",2,17,"Bucaramanga","Santander",30,644694,2022-07-16
"E03076","1453","Alojamiento y comida",3,13,"Bogota","Cundinamarca",63,1397989,2019-10-30
"E03077","6185","Educacion",1,32,"Medellin","Antioquia",220,787571,2006-12-07
"E03078","4765","Financiero",1,89,"Cali","Valle",167,2689828,2011-04-15
"E03079","8786","Salud",2,6,"Cali","Valle",43,219091,2021-06-21
"E03080","9476","Construccion",4,12,"Medellin","Antioquia",58,2900703,2020-03-28
"E03081","8114","Comercio",2,3,"Medellin","Antioquia",214,,2007-06-05
"E03082","9175","Manufactura",4,8,"Bogota","Cundinamarca",44,,2021-05-22
"E03083","8962","Salud",4,19,"Bogota","Cundinamarca",155,3424276,2012-04-09
"E03084","6720","Manufactura",4,13,"Cali","Valle",100,2564920,2016-10-15
"E03085","1700","Manufactura",4,20,"Cali","Valle",196,2676748,2008-11-26
"E03086","4307","TIC",2,86,"Medellin","Antioquia",112,3395113,2015-10-21
"E03087","8327","Educacion",2,22,"Barranquilla","Atlantico",181,871787,2010-02-19
"E03088","9553","Administracion publica",1,72,"Bogota","Cundinamarca",128,1245525,2014-06-28
"E03089","8763","Transporte",3,13,"Bogota","Cundinamarca",18,,2023-07-11
"E03090","3497","Salud",3,28,"Pereira","Risaralda",47,3006140,2021-02-21
"E03091","5081","Comercio",2,119,,,178,6401212,2010-05-20
"E03092","5298","Servicios profesionales",1,12,"Medellin","Antioquia",193,277099,2009-02-24
"E03093","4463","Alojamiento y comida",3,33,"Medellin","Antioquia",35,,2022-02-16
"E03094","9460","Educacion",3,11,"Manizales","Caldas",24,1121963,2023-01-12
"E03095","2773","Manufactura",5,15,"Medellin","Antioquia",87,5603902,2017-11-09
"E03096","5026","Inmobiliario",1,10,"Cali","Valle",184,193110,2009-11-21
"E03097","9388","Inmobiliario",1,53,"Manizales","Caldas",77,1489630,2018-09-05
"E03098","5579","Comercio",4,54,"Pereira","Risaralda",229,12618556,2006-03-12
"E03099","6518","Alojamiento y comida",2,106,"Cali","Valle",172,4898387,2010-11-16
"E03100","2101","Servicios profesionales",1,38,"Medellin","Antioquia",187,999610,2009-08-23
"E03101","9278","Comercio",3,42,"Medellin","Antioquia",227,5390716,2006-05-11
"E03102","1152","Construccion",4,101,"Medellin","Antioquia",80,20011401,2018-06-07
"E03103","3668","TIC",1,23,"Manizales","Caldas",37,512537,2021-12-18
"E03104","9242","Financiero",1,42,"Bucaramanga","Santander",128,1078553,2014-06-28
"E03105","6469","Salud",2,8,"Manizales","Caldas",108,449682,2016-02-18
"E03106","4893","Servicios profesionales",2,40,"Manizales","Caldas",32,2166355,2022-05-17
"E03107","3386","Construccion",5,33,"Medellin","Antioquia",126,,2014-08-27
"E03108","1147","Salud",3,4,"Medellin","Antioquia",115,425433,2015-07-23
"E03109","6177","Administracion publica",1,27,"Bogota","Cundinamarca",141,579006,2013-06-03
"E03110","6541","Servicios profesionales",1,36,"Medellin","Antioquia",222,1115632,2006-10-08
"E03111","7703","TIC",1,14,"Bucaramanga","Santander",71,336446,2019-03-04
"E03112","5326","Agricultura",4,27,"Barranquilla","Atlantico",229,5231299,2006-03-12
"E03113","1867","Comercio",3,31,"Cali","Valle",6,4174129,2024-07-05
"E03114","8906","Manufactura",5,11,"Manizales","Caldas",46,,2021-03-23
"E03115","5366","Construccion",5,32,,,206,10733287,2008-01-31
"E03116","1924","Manufactura",4,7,"Bogota","Cundinamarca",238,1613241,2005-06-15
"E03117","9433","Salud",2,43,"Medellin","Antioquia",104,1642154,2016-06-17
"E03118","4508","Servicios profesionales",1,62,"Pereira","Risaralda",67,1247469,2019-07-02
"E03119","2362","Construccion",4,22,"Medellin","Antioquia",139,,2013-08-02
"E03120","3882","TIC",1,28,"Medellin","Antioquia",77,586427,2018-09-05
"E03121","2830","Construccion",5,17,"Bogota","Cundinamarca",225,5097640,2006-07-10
"E03122","3350","Educacion",2,20,"Medellin","Antioquia",52,1062340,2020-09-24
"E03123","3548","Salud",2,24,"Bogota","Cundinamarca",194,1324256,2009-01-25
"E03124","3314","Servicios profesionales",2,27,"Bogota","Cundinamarca",209,1868827,2007-11-02
"E03125","2383","Administracion publica",3,4,"Bogota","Cundinamarca",58,545856,2020-03-28
"E03126","9119","TIC",1,6,"Barranquilla","Atlantico",24,,2023-01-12
"E03127","6012","Servicios profesionales",1,20,"Manizales","Caldas",87,555640,2017-11-09
"E03128","4057","Manufactura",4,39,"Cali","Valle",230,8728411,2006-02-10
"E03129","4075","Mineria",4,23,"Manizales","Caldas",16,5924286,2023-09-09
"E03130","6821","Comercio",3,117,"Medellin","Antioquia",24,14783756,2023-01-12
"E03131","3674","Manufactura",3,67,"Medellin","Antioquia",164,7063243,2011-07-14
"E03132","9991","Salud",3,54,"Bogota","Cundinamarca",208,4946573,2007-12-02
"E03133","9393","Mineria",5,30,"Bucaramanga","Santander",37,,2021-12-18
"E03134","5907","Comercio",3,61,"Cali","Valle",114,8088713,2015-08-22
"E03135","7024","Salud",4,23,"Bucaramanga","Santander",136,4696003,2013-10-31
"E03136","1521","Energia",4,19,"Barranquilla","Atlantico",227,3555990,2006-05-11
"E03137","1542","Comercio",2,30,"Bucaramanga","Santander",238,1395401,2005-06-15
"E03138","8820","Salud",3,27,"Bogota","Cundinamarca",236,4023243,2005-08-14
"E03139","9047","Servicios profesionales",1,17,"Cali","Valle",218,406848,2007-02-05
"E03140","7257","TIC",1,49,"Barranquilla","Atlantico",177,1166100,2010-06-19
"E03141","9730","Educacion",2,7,"Bogota","Cundinamarca",34,364314,2022-03-18
"E03142","8424","Manufactura",4,29,"Cali","Valle",137,5637367,2013-10-01
"E03143","5068","Financiero",1,89,"Medellin","Antioquia",164,,2011-07-14
"E03144","2724","Alojamiento y comida",3,13,"Medellin","Antioquia",221,,2006-11-07
"E03145","6125","TIC",1,16,"Medellin","Antioquia",201,394436,2008-06-29
"E03146","4721","Manufactura",4,16,"Medellin","Antioquia",16,,2023-09-09
"E03147","7555","Financiero",1,84,"Bogota","Cundinamarca",168,2173668,2011-03-16
"E03148","8721","Inmobiliario",2,12,"Medellin","Antioquia",45,597012,2021-04-22
"E03149","4984","Agricultura",4,18,"Medellin","Antioquia",130,,2014-04-29
"E03150","2699","Transporte",3,36,"Manizales","Caldas",225,3725263,2006-07-10
"E03151","6964","Agricultura",4,14,"Medellin","Antioquia",234,3761376,2005-10-13
"E03152","3266","Construccion",4,97,"Manizales","Caldas",105,20233857,2016-05-18
"E03153","3059","Alojamiento y comida",3,39,"Manizales","Caldas",63,5228328,2019-10-30
"E03154","1963","Construccion",5,55,"Bogota","Cundinamarca",155,17880623,2012-04-09
"E03155","1615","Financiero",1,39,"Manizales","Caldas",185,886795,2009-10-22
"E03156","3293","Transporte",4,27,"Bogota","Cundinamarca",184,7138990,2009-11-21
"E03157","1551","TIC",1,7,"Bogota","Cundinamarca",150,182299,2012-09-06
"E03158","6392","Inmobiliario",2,36,"Bogota","Cundinamarca",206,1523767,2008-01-31
"E03159","6631","Mineria",5,54,"Medellin","Antioquia",184,19166416,2009-11-21
"E03160","7278","Financiero",1,11,"Barranquilla","Atlantico",212,293738,2007-08-04
"E03161","1626","Servicios profesionales",1,33,"Bogota","Cundinamarca",12,785346,2024-01-07
"E03162","3102","Energia",4,35,"Pereira","Risaralda",205,8865080,2008-03-01
"E03163","5287","Agricultura",4,17,"Medellin","Antioquia",214,3368555,2007-06-05
"E03164","8416","Financiero",1,36,"Medellin","Antioquia",98,971852,2016-12-14
"E03165","3433","Financiero",2,4,,,23,,2023-02-11
"E03166","3692","Comercio",3,34,"Manizales","Caldas",175,4225499,2010-08-18
"E03167","3793","Salud",3,14,"Bogota","Cundinamarca",78,1621223,2018-08-06
"E03168","1950","Administracion publica",1,53,,,114,1547101,2015-08-22
"E03169","7976","Servicios profesionales",1,13,"Barranquilla","Atlantico",195,350205,2008-12-26
"E03170","6058","Comercio",2,115,"Medellin","Antioquia",74,4598728,2018-12-04
"E03171","6934","Financiero",2,49,,,228,1869210,2006-04-11
"E03172","5725","Inmobiliario",2,39,"Barranquilla","Atlantico",84,2335872,2018-02-07
"E03173","8856","Mineria",5,49,"Barranquilla","Atlantico",76,14681048,2018-10-05
"E03174","1629","Financiero",2,12,"Medellin","Antioquia",19,,2023-06-11
"E03175","3530","TIC",1,37,"Medellin","Antioquia",124,1124128,2014-10-26
"E03176","3904","Manufactura",4,27,"Barranquilla","Atlantico",13,6452125,2023-12-08
"E03177","6085","Financiero",1,19,"Medellin","Antioquia",207,492469,2008-01-01
"E03178","6181","Servicios profesionales",1,7,"Bogota","Cundinamarca",122,207608,2014-12-25
