"id_empresa","id_servicio","fecha_uso","canal"
"E02029","SV031",2023-01-19,"virtual"
"E02138","SV008",2023-01-19,"virtual"
"E02154","SV016",2023-01-19,"autogestion"
"E02167","SV031",2023-01-19,"virtual"
"E02237","SV010",2023-01-19,"virtual"
"E02301","SV013",2023-01-19,"virtual"
"E02330","SV011",2023-01-19,"autogestion"
"E02374","SV011",2023-01-19,"presencial"
"E02417","SV010",2023-01-19,"virtual"
"E02504","SV005",2023-01-19,"virtual"
"E02507","SV038",2023-01-19,"presencial"
"E02550","SV013",2023-01-19,"autogestion"
"E02608","SV038",2023-01-19,"presencial"
"E02757","SV038",2023-01-19,"autogestion"
"E02856","SV024",2023-01-19,"presencial"
"E02930","SV013",2023-01-19,"virtual"
"E02973","SV024",2023-01-19,"virtual"
"E02985","SV031",2023-01-19,"virtual"
"E03117","SV024",2023-01-19,"presencial"
"E03132","SV016",2023-01-19,"autogestion"
"E03217","SV031",2023-01-19,"virtual"
"E03282","SV028",2023-01-19,"presencial"
"E03320","SV011",2023-01-19,"virtual"
"E03357","SV036",2023-01-19,"autogestion"
"E03475","SV006",2023-01-19,"virtual"
"E03547","SV018",2023-01-19,"virtual"
"E03550","SV029",2023-01-19,"virtual"
"E03563","SV016",2023-01-19,"autogestion"
"E03564","SV028",2023-01-19,"presencial"
"E03565","SV008",2023-01-19,"presencial"
"E03605","SV028",2023-01-19,"presencial"
"E03653","SV037",2023-01-19,"presencial"
"E03660","SV032",2023-01-19,"autogestion"
"E03727","SV028",2023-01-19,"autogestion"
"E03759","SV026",2023-01-19,"presencial"
"E03794","SV034",2023-01-19,"autogestion"
"E03846","SV004",2023-01-19,"autogestion"
"E03872","SV009",2023-01-19,"autogestion"
"E03873","SV023",2023-01-19,"presencial"
"E03906","SV031",2023-01-19,"virtual"
"E04019","SV005",2023-01-19,"autogestion"
"E04100","SV031",2023-01-19,"autogestion"
"E04132","SV031",2023-01-19,"autogestion"
"E04138","SV031",2023-01-19,"virtual"
"E04140","SV011",2023-01-19,"virtual"
"E04157","SV038",2023-01-19,"virtual"
"E04194","SV013",2023-01-19,"presencial"
"E04195","SV031",2023-01-19,"presencial"
"E04199","SV022",2023-01-19,"virtual"
"E04288","SV038",2023-01-19,"autogestion"
"E04311","SV038",2023-01-19,"presencial"
"E04382","SV029",2023-01-19,"presencial"
"E04407","SV020",2023-01-19,"presencial"
"E04425","SV009",2023-01-19,"virtual"
"E04438","SV039",2023-01-19,"autogestion"
"E04471","SV014",2023-01-19,"virtual"
"E04658","SV008",2023-01-19,"presencial"
"E04710","SV031",2023-01-19,"virtual"
"E04833","SV011",2023-01-19,"presencial"
"E04855","SV011",2023-01-19,"presencial"
"E04869","SV013",2023-01-19,"presencial"
"E04879","SV031",2023-01-19,"virtual"
"E04913","SV020",2023-01-19,"virtual"
"E00057","SV005",2023-01-20,"presencial"
"E00147","SV023",2023-01-20,"presencial"
"E00194","SV028",2023-01-20,"virtual"
"E00208","SV038",2023-01-20,"virtual"
"E00262","SV009",2023-01-20,"autogestion"
"E00287","SV005",2023-01-20,"virtual"
"E00289","SV038",2023-01-20,"virtual"
"E00376","SV015",2023-01-20,"virtual"
"E00380","SV013",2023-01-20,"virtual"
"E00405","SV038",2023-01-20,"autogestion"
"E00617","SV028",2023-01-20,"presencial"
"E00725","SV013",2023-01-20,"virtual"
"E00776","SV008",2023-01-20,"presencial"
"E00889","SV037",2023-01-20,"virtual"
"E00965","SV038",2023-01-20,"virtual"
"E00977","SV034",2023-01-20,"virtual"
"E01013","SV011",2023-01-20,"virtual"
"E01018","SV031",2023-01-20,"virtual"
"E01169","SV031",2023-01-20,"autogestion"
"E01195","SV028",2023-01-20,"virtual"
"E01246","SV021",2023-01-20,"autogestion"
"E01380","SV013",2023-01-20,"autogestion"
"E01513","SV011",2023-01-20,"presencial"
"E01539","SV030",2023-01-20,"virtual"
"E01546","SV005",2023-01-20,"autogestion"
"E01567","SV015",2023-01-20,"presencial"
"E01585","SV029",2023-01-20,"virtual"
"E01690","SV002",2023-01-20,"presencial"
"E01737","SV031",2023-01-20,"autogestion"
"E01738","SV028",2023-01-20,"virtual"
"E01803","SV023",2023-01-20,"autogestion"
"E01858","SV031",2023-01-20,"presencial"
"E01906","SV031",2023-01-20,"virtual"
"E01930","SV015",2023-01-20,"autogestion"
"E02012","SV028",2023-01-20,"presencial"
"E02215","SV038",2023-01-20,"virtual"
"E02346","SV022",2023-01-20,"autogestion"
"E02631","SV013",2023-01-20,"virtual"
"E02808","SV028",2023-01-20,"presencial"
"E02910","SV018",2023-01-20,"virtual"
"E02915","SV038",2023-01-20,"virtual"
"E02938","SV038",2023-01-20,"autogestion"
"E02976","SV031",2023-01-20,"presencial"
"E03102","SV040",2023-01-20,"virtual"
"E03246","SV015",2023-01-20,"presencial"
"E03386","SV038",2023-01-20,"presencial"
"E03397","SV006",2023-01-20,"autogestion"
"E03399","SV031",2023-01-20,"virtual"
"E03404","SV018",2023-01-20,"presencial"
"E03405","SV031",2023-01-20,"presencial"
"E03420","SV011",2023-01-20,"virtual"
"E03461","SV005",2023-01-20,"autogestion"
"E03482","SV015",2023-01-20,"autogestion"
"E03534","SV004",2023-01-20,"presencial"
"E03771","SV037",2023-01-20,"presencial"
"E03804","SV004",2023-01-20,"virtual"
"E03845","SV006",2023-01-20,"virtual"
"E03877","SV031",2023-01-20,"autogestion"
"E03892","SV004",2023-01-20,"virtual"
"E03894","SV011",2023-01-20,"presencial"
"E04089","SV031",2023-01-20,"autogestion"
"E04197","SV028",2023-01-20,"virtual"
"E04254","SV013",2023-01-20,"virtual"
"E04273","SV031",2023-01-20,"virtual"
"E04282","SV031",2023-01-20,"autogestion"
"E04299","SV016",2023-01-20,"presencial"
"E04367","SV004",2023-01-20,"autogestion"
"E04431","SV006",2023-01-20,"autogestion"
"E04555","SV028",2023-01-20,"autogestion"
"E04568","SV010",2023-01-20,"presencial"
"E04568","SV028",2023-01-20,"presencial"
"E04633","SV015",2023-01-20,"virtual"
"E04635","SV024",2023-01-20,"virtual"
"E04804","SV023",2023-01-20,"autogestion"
"E04811","SV005",2023-01-20,"presencial"
"E04834","SV036",2023-01-20,"autogestion"
"E04918","SV011",2023-01-20,"autogestion"
"E04922","SV038",2023-01-20,"autogestion"
"E04978","SV009",2023-01-20,"autogestion"
"E04979","SV008",2023-01-20,"virtual"
"E00066","SV031",2023-01-21,"virtual"
"E00082","SV028",2023-01-21,"autogestion"
"E00083","SV026",2023-01-21,"virtual"
"E00127","SV005",2023-01-21,"autogestion"
"E00143","SV005",2023-01-21,"virtual"
"E00144","SV002",2023-01-21,"virtual"
"E00162","SV014",2023-01-21,"virtual"
"E00224","SV031",2023-01-21,"autogestion"
"E00321","SV015",2023-01-21,"virtual"
"E00435","SV004",2023-01-21,"autogestion"
"E00608","SV035",2023-01-21,"virtual"
"E00628","SV024",2023-01-21,"virtual"
"E00651","SV038",2023-01-21,"presencial"
"E00682","SV013",2023-01-21,"presencial"
"E00737","SV011",2023-01-21,"virtual"
"E00753","SV039",2023-01-21,"presencial"
"E00809","SV036",2023-01-21,"presencial"
"E00838","SV013",2023-01-21,"autogestion"
"E00903","SV013",2023-01-21,"virtual"
"E00906","SV011",2023-01-21,"autogestion"
"E00969","SV020",2023-01-21,"presencial"
"E00975","SV033",2023-01-21,"autogestion"
"E01039","SV004",2023-01-21,"autogestion"
"E01057","SV027",2023-01-21,"presencial"
"E01105","SV031",2023-01-21,"virtual"
"E01163","SV031",2023-01-21,"presencial"
"E01292","SV015",2023-01-21,"autogestion"
"E01296","SV038",2023-01-21,"virtual"
"E01391","SV031",2023-01-21,"presencial"
"E01504","SV020",2023-01-21,"virtual"
"E01651","SV031",2023-01-21,"virtual"
"E01654","SV029",2023-01-21,"autogestion"
"E01750","SV026",2023-01-21,"virtual"
"E01883","SV037",2023-01-21,"virtual"
"E01945","SV006",2023-01-21,"presencial"
"E01990","SV015",2023-01-21,"presencial"
"E02118","SV013",2023-01-21,"virtual"
"E02169","SV039",2023-01-21,"presencial"
"E02206","SV011",2023-01-21,"autogestion"
"E02220","SV031",2023-01-21,"presencial"
"E02320","SV028",2023-01-21,"virtual"
"E02342","SV038",2023-01-21,"autogestion"
"E02351","SV038",2023-01-21,"virtual"
"E02491","SV013",2023-01-21,"autogestion"
"E02493","SV024",2023-01-21,"autogestion"
"E02494","SV030",2023-01-21,"virtual"
"E02511","SV036",2023-01-21,"presencial"
"E02530","SV007",2023-01-21,"presencial"
"E02551","SV005",2023-01-21,"presencial"
"E02557","SV026",2023-01-21,"autogestion"
"E02593","SV011",2023-01-21,"virtual"
"E02627","SV005",2023-01-21,"virtual"
"E02672","SV031",2023-01-21,"virtual"
"E02825","SV037",2023-01-21,"virtual"
"E02875","SV011",2023-01-21,"presencial"
"E02890","SV023",2023-01-21,"virtual"
"E02924","SV038",2023-01-21,"virtual"
"E02929","SV038",2023-01-21,"autogestion"
"E02947","SV016",2023-01-21,"presencial"
"E03033","SV038",2023-01-21,"presencial"
"E03167","SV024",2023-01-21,"autogestion"
"E03182","SV028",2023-01-21,"virtual"
"E03242","SV031",2023-01-21,"presencial"
"E03327","SV017",2023-01-21,"autogestion"
"E03383","SV012",2023-01-21,"presencial"
"E03428","SV034",2023-01-21,"presencial"
"E03465","SV038",2023-01-21,"virtual"
"E03567","SV028",2023-01-21,"presencial"
"E03575","SV031",2023-01-21,"virtual"
"E03586","SV013",2023-01-21,"presencial"
"E03636","SV028",2023-01-21,"autogestion"
"E03725","SV006",2023-01-21,"autogestion"
"E03727","SV024",2023-01-21,"presencial"
"E03739","SV004",2023-01-21,"autogestion"
"E03854","SV024",2023-01-21,"autogestion"
"E03872","SV003",2023-01-21,"autogestion"
"E03905","SV003",2023-01-21,"virtual"
"E04003","SV031",2023-01-21,"autogestion"
"E04027","SV013",2023-01-21,"autogestion"
"E04035","SV038",2023-01-21,"autogestion"
"E04064","SV011",2023-01-21,"autogestion"
"E04079","SV034",2023-01-21,"presencial"
"E04107","SV031",2023-01-21,"virtual"
"E04246","SV038",2023-01-21,"autogestion"
"E04299","SV016",2023-01-21,"virtual"
"E04303","SV038",2023-01-21,"presencial"
"E04348","SV013",2023-01-21,"virtual"
"E04385","SV013",2023-01-21,"presencial"
"E04461","SV013",2023-01-21,"virtual"
"E04536","SV005",2023-01-21,"virtual"
"E04586","SV011",2023-01-21,"presencial"
"E04598","SV013",2023-01-21,"autogestion"
"E04670","SV038",2023-01-21,"virtual"
"E04775","SV037",2023-01-21,"autogestion"
"E04825","SV038",2023-01-21,"virtual"
"E04845","SV011",2023-01-21,"virtual"
"E04958","SV024",2023-01-21,"virtual"
"E04982","SV040",2023-01-21,"autogestion"
"E00050","SV038",2023-01-22,"virtual"
"E00328","SV038",2023-01-22,"autogestion"
"E00426","SV037",2023-01-22,"autogestion"
"E00468","SV015",2023-01-22,"presencial"
"E00480","SV018",2023-01-22,"autogestion"
"E00527","SV016",2023-01-22,"virtual"
"E00546","SV016",2023-01-22,"virtual"
"E00571","SV028",2023-01-22,"autogestion"
"E00651","SV004",2023-01-22,"presencial"
"E01035","SV031",2023-01-22,"presencial"
"E01055","SV031",2023-01-22,"autogestion"
"E01377","SV038",2023-01-22,"virtual"
"E01383","SV031",2023-01-22,"autogestion"
"E01405","SV015",2023-01-22,"presencial"
"E01517","SV015",2023-01-22,"virtual"
"E01534","SV010",2023-01-22,"presencial"
"E01761","SV031",2023-01-22,"virtual"
"E01811","SV026",2023-01-22,"autogestion"
"E01828","SV028",2023-01-22,"autogestion"
"E01981","SV004",2023-01-22,"virtual"
"E02057","SV017",2023-01-22,"virtual"
"E02226","SV026",2023-01-22,"virtual"
"E02252","SV011",2023-01-22,"autogestion"
"E02264","SV024",2023-01-22,"autogestion"
"E02373","SV011",2023-01-22,"autogestion"
"E02435","SV038",2023-01-22,"presencial"
"E02446","SV008",2023-01-22,"presencial"
"E02494","SV028",2023-01-22,"autogestion"
"E02552","SV031",2023-01-22,"virtual"
"E02553","SV004",2023-01-22,"virtual"
"E02581","SV003",2023-01-22,"autogestion"
"E02641","SV003",2023-01-22,"autogestion"
"E02712","SV011",2023-01-22,"virtual"
"E02713","SV013",2023-01-22,"presencial"
"E02870","SV033",2023-01-22,"virtual"
"E02874","SV028",2023-01-22,"presencial"
"E02897","SV016",2023-01-22,"virtual"
"E02900","SV008",2023-01-22,"virtual"
"E02943","SV029",2023-01-22,"virtual"
"E03006","SV007",2023-01-22,"virtual"
"E03061","SV031",2023-01-22,"presencial"
"E03106","SV015",2023-01-22,"presencial"
"E03182","SV002",2023-01-22,"autogestion"
"E03412","SV031",2023-01-22,"virtual"
"E03435","SV010",2023-01-22,"virtual"
"E03444","SV011",2023-01-22,"autogestion"
"E03445","SV031",2023-01-22,"autogestion"
"E03450","SV016",2023-01-22,"virtual"
"E03607","SV031",2023-01-22,"virtual"
"E03682","SV016",2023-01-22,"presencial"
"E03714","SV028",2023-01-22,"autogestion"
"E03815","SV031",2023-01-22,"autogestion"
"E03817","SV003",2023-01-22,"presencial"
"E03817","SV017",2023-01-22,"presencial"
"E03824","SV031",2023-01-22,"virtual"
"E03885","SV008",2023-01-22,"presencial"
"E03915","SV016",2023-01-22,"presencial"
"E03954","SV040",2023-01-22,"autogestion"
"E03999","SV028",2023-01-22,"presencial"
"E04043","SV031",2023-01-22,"presencial"
"E04161","SV031",2023-01-22,"autogestion"
"E04162","SV005",2023-01-22,"virtual"
"E04196","SV028",2023-01-22,"autogestion"
"E04316","SV013",2023-01-22,"autogestion"
"E04384","SV028",2023-01-22,"autogestion"
"E04444","SV031",2023-01-22,"presencial"
"E04450","SV034",2023-01-22,"presencial"
"E04508","SV007",2023-01-22,"autogestion"
"E04512","SV013",2023-01-22,"autogestion"
"E04555","SV037",2023-01-22,"autogestion"
"E04607","SV021",2023-01-22,"autogestion"
"E04611","SV038",2023-01-22,"autogestion"
"E04622","SV031",2023-01-22,"autogestion"
"E04643","SV015",2023-01-22,"virtual"
"E04717","SV017",2023-01-22,"virtual"
"E04719","SV015",2023-01-22,"virtual"
"E04790","SV014",2023-01-22,"presencial"
"E04792","SV028",2023-01-22,"virtual"
"E04817","SV011",2023-01-22,"presencial"
"E04846","SV015",2023-01-22,"virtual"
"E04887","SV007",2023-01-22,"autogestion"
"E00014","SV011",2023-01-23,"autogestion"
"E00058","SV038",2023-01-23,"autogestion"
"E00092","SV001",2023-01-23,"virtual"
"E00145","SV005",2023-01-23,"autogestion"
"E00222","SV030",2023-01-23,"autogestion"
"E00300","SV005",2023-01-23,"autogestion"
"E00540","SV031",2023-01-23,"virtual"
"E00613","SV015",2023-01-23,"presencial"
"E00727","SV015",2023-01-23,"presencial"
"E00876","SV006",2023-01-23,"virtual"
"E00883","SV031",2023-01-23,"virtual"
"E00904","SV031",2023-01-23,"presencial"
"E01002","SV011",2023-01-23,"presencial"
"E01027","SV013",2023-01-23,"virtual"
"E01111","SV037",2023-01-23,"presencial"
"E01332","SV020",2023-01-23,"virtual"
"E01389","SV034",2023-01-23,"presencial"
"E01422","SV033",2023-01-23,"autogestion"
"E01448","SV031",2023-01-23,"virtual"
"E01503","SV031",2023-01-23,"presencial"
"E01619","SV015",2023-01-23,"virtual"
"E01695","SV024",2023-01-23,"presencial"
"E01802","SV013",2023-01-23,"virtual"
"E01864","SV030",2023-01-23,"autogestion"
"E02031","SV031",2023-01-23,"virtual"
"E02075","SV024",2023-01-23,"presencial"
"E02102","SV034",2023-01-23,"presencial"
"E02144","SV004",2023-01-23,"autogestion"
"E02153","SV015",2023-01-23,"autogestion"
"E02288","SV015",2023-01-23,"virtual"
"E02335","SV028",2023-01-23,"presencial"
"E02340","SV017",2023-01-23,"virtual"
"E02345","SV009",2023-01-23,"autogestion"
"E02388","SV006",2023-01-23,"autogestion"
"E02582","SV031",2023-01-23,"autogestion"
"E02619","SV010",2023-01-23,"autogestion"
"E02629","SV008",2023-01-23,"presencial"
"E02669","SV013",2023-01-23,"virtual"
"E02697","SV024",2023-01-23,"autogestion"
"E02725","SV031",2023-01-23,"autogestion"
"E02733","SV015",2023-01-23,"virtual"
"E02763","SV005",2023-01-23,"autogestion"
"E02794","SV038",2023-01-23,"presencial"
"E02814","SV034",2023-01-23,"virtual"
"E02910","SV014",2023-01-23,"virtual"
"E02916","SV008",2023-01-23,"virtual"
"E03041","SV024",2023-01-23,"virtual"
"E03077","SV024",2023-01-23,"virtual"
"E03088","SV034",2023-01-23,"autogestion"
"E03101","SV038",2023-01-23,"virtual"
"E03139","SV015",2023-01-23,"autogestion"
"E03251","SV034",2023-01-23,"virtual"
"E03273","SV030",2023-01-23,"presencial"
"E03362","SV011",2023-01-23,"autogestion"
"E03370","SV013",2023-01-23,"presencial"
"E03562","SV008",2023-01-23,"autogestion"
"E03867","SV038",2023-01-23,"autogestion"
"E03921","SV006",2023-01-23,"presencial"
"E03975","SV031",2023-01-23,"autogestion"
"E04055","SV026",2023-01-23,"virtual"
"E04059","SV034",2023-01-23,"virtual"
"E04067","SV031",2023-01-23,"virtual"
"E04133","SV024",2023-01-23,"autogestion"
"E04165","SV039",2023-01-23,"autogestion"
"E04225","SV031",2023-01-23,"autogestion"
"E04260","SV026",2023-01-23,"presencial"
"E04268","SV002",2023-01-23,"virtual"
"E04320","SV038",2023-01-23,"virtual"
"E04346","SV015",2023-01-23,"autogestion"
"E04464","SV011",2023-01-23,"presencial"
"E04490","SV038",2023-01-23,"autogestion"
"E04511","SV018",2023-01-23,"presencial"
"E04512","SV028",2023-01-23,"presencial"
"E04566","SV023",2023-01-23,"virtual"
"E04623","SV003",2023-01-23,"presencial"
"E04658","SV036",2023-01-23,"presencial"
"E04731","SV015",2023-01-23,"virtual"
"E04775","SV003",2023-01-23,"presencial"
"E04785","SV028",2023-01-23,"virtual"
"E04803","SV024",2023-01-23,"virtual"
"E04811","SV011",2023-01-23,"autogestion"
"E04831","SV029",2023-01-23,"virtual"
"E04885","SV013",2023-01-23,"virtual"
"E04941","SV035",2023-01-23,"virtual"
"E04973","SV015",2023-01-23,"presencial"
"E04977","SV039",2023-01-23,"presencial"
"E04991","SV011",2023-01-23,"virtual"
"E00045","SV038",2023-01-24,"virtual"
"E00051","SV031",2023-01-24,"presencial"
"E00117","SV011",2023-01-24,"virtual"
"E00159","SV008",2023-01-24,"virtual"
"E00184","SV015",2023-01-24,"presencial"
"E00230","SV024",2023-01-24,"virtual"
"E00265","SV011",2023-01-24,"autogestion"
"E00273","SV034",2023-01-24,"virtual"
"E00333","SV031",2023-01-24,"virtual"
"E00343","SV013",2023-01-24,"autogestion"
"E00384","SV013",2023-01-24,"virtual"
"E00562","SV015",2023-01-24,"autogestion"
"E00732","SV040",2023-01-24,"virtual"
"E00752","SV014",2023-01-24,"autogestion"
"E00773","SV004",2023-01-24,"virtual"
"E00792","SV031",2023-01-24,"virtual"
"E00804","SV008",2023-01-24,"virtual"
"E00828","SV014",2023-01-24,"virtual"
"E00851","SV005",2023-01-24,"autogestion"
"E00924","SV028",2023-01-24,"presencial"
"E00971","SV018",2023-01-24,"virtual"
"E00981","SV013",2023-01-24,"presencial"
"E00992","SV026",2023-01-24,"presencial"
"E01046","SV038",2023-01-24,"autogestion"
"E01069","SV024",2023-01-24,"virtual"
"E01111","SV005",2023-01-24,"autogestion"
"E01279","SV038",2023-01-24,"virtual"
"E01389","SV022",2023-01-24,"presencial"
"E01475","SV009",2023-01-24,"autogestion"
"E01581","SV032",2023-01-24,"autogestion"
"E01637","SV031",2023-01-24,"presencial"
"E01741","SV040",2023-01-24,"virtual"
"E01741","SV028",2023-01-24,"autogestion"
"E01764","SV015",2023-01-24,"presencial"
"E01774","SV028",2023-01-24,"autogestion"
"E01890","SV038",2023-01-24,"virtual"
"E01962","SV015",2023-01-24,"virtual"
"E02011","SV037",2023-01-24,"presencial"
"E02038","SV013",2023-01-24,"presencial"
"E02101","SV011",2023-01-24,"autogestion"
"E02135","SV028",2023-01-24,"autogestion"
"E02180","SV009",2023-01-24,"autogestion"
"E02198","SV011",2023-01-24,"virtual"
"E02250","SV028",2023-01-24,"virtual"
"E02336","SV010",2023-01-24,"presencial"
"E02386","SV013",2023-01-24,"virtual"
"E02491","SV009",2023-01-24,"presencial"
"E02639","SV011",2023-01-24,"virtual"
"E02681","SV011",2023-01-24,"presencial"
"E02768","SV011",2023-01-24,"autogestion"
"E02770","SV003",2023-01-24,"virtual"
"E02872","SV038",2023-01-24,"presencial"
"E02897","SV028",2023-01-24,"virtual"
"E02899","SV002",2023-01-24,"virtual"
"E02903","SV034",2023-01-24,"virtual"
"E03073","SV013",2023-01-24,"presencial"
"E03122","SV030",2023-01-24,"autogestion"
"E03186","SV039",2023-01-24,"virtual"
"E03225","SV038",2023-01-24,"virtual"
"E03361","SV015",2023-01-24,"autogestion"
"E03426","SV031",2023-01-24,"virtual"
"E03444","SV024",2023-01-24,"autogestion"
"E03532","SV013",2023-01-24,"virtual"
"E03661","SV016",2023-01-24,"autogestion"
"E03747","SV037",2023-01-24,"virtual"
"E03836","SV011",2023-01-24,"virtual"
"E03885","SV018",2023-01-24,"autogestion"
"E03907","SV034",2023-01-24,"virtual"
"E03911","SV034",2023-01-24,"autogestion"
"E03995","SV004",2023-01-24,"autogestion"
"E04015","SV028",2023-01-24,"autogestion"
"E04145","SV040",2023-01-24,"autogestion"
"E04169","SV038",2023-01-24,"autogestion"
"E04185","SV002",2023-01-24,"autogestion"
"E04191","SV038",2023-01-24,"presencial"
"E04275","SV011",2023-01-24,"presencial"
"E04286","SV038",2023-01-24,"autogestion"
"E04377","SV016",2023-01-24,"autogestion"
"E04386","SV040",2023-01-24,"presencial"
"E04431","SV012",2023-01-24,"presencial"
"E04451","SV031",2023-01-24,"virtual"
"E04481","SV028",2023-01-24,"virtual"
"E04507","SV013",2023-01-24,"presencial"
"E04517","SV031",2023-01-24,"presencial"
"E04542","SV028",2023-01-24,"virtual"
"E04746","SV013",2023-01-24,"presencial"
"E04779","SV024",2023-01-24,"virtual"
"E04780","SV011",2023-01-24,"virtual"
"E04969","SV009",2023-01-24,"virtual"
"E00013","SV004",2023-01-25,"virtual"
"E00101","SV013",2023-01-25,"virtual"
"E00118","SV038",2023-01-25,"virtual"
"E00122","SV005",2023-01-25,"autogestion"
"E00187","SV039",2023-01-25,"autogestion"
"E00415","SV039",2023-01-25,"presencial"
"E00488","SV017",2023-01-25,"presencial"
"E00509","SV011",2023-01-25,"autogestion"
"E00525","SV028",2023-01-25,"presencial"
"E00555","SV032",2023-01-25,"virtual"
"E00571","SV031",2023-01-25,"presencial"
"E00653","SV038",2023-01-25,"presencial"
"E00689","SV011",2023-01-25,"autogestion"
"E00691","SV003",2023-01-25,"autogestion"
"E00770","SV016",2023-01-25,"virtual"
"E00824","SV031",2023-01-25,"autogestion"
"E00852","SV004",2023-01-25,"autogestion"
"E00900","SV034",2023-01-25,"presencial"
"E00981","SV031",2023-01-25,"virtual"
"E01005","SV031",2023-01-25,"autogestion"
"E01039","SV013",2023-01-25,"autogestion"
"E01042","SV028",2023-01-25,"virtual"
"E01050","SV024",2023-01-25,"virtual"
"E01148","SV004",2023-01-25,"autogestion"
"E01213","SV026",2023-01-25,"presencial"
"E01367","SV032",2023-01-25,"autogestion"
"E01377","SV028",2023-01-25,"presencial"
"E01387","SV029",2023-01-25,"presencial"
"E01427","SV017",2023-01-25,"presencial"
"E01449","SV009",2023-01-25,"presencial"
"E01473","SV025",2023-01-25,"presencial"
"E01571","SV038",2023-01-25,"autogestion"
"E01598","SV031",2023-01-25,"virtual"
"E01646","SV038",2023-01-25,"virtual"
"E01693","SV002",2023-01-25,"virtual"
"E01809","SV009",2023-01-25,"virtual"
"E01843","SV038",2023-01-25,"autogestion"
"E01888","SV040",2023-01-25,"virtual"
"E01895","SV026",2023-01-25,"presencial"
"E01915","SV026",2023-01-25,"virtual"
"E01951","SV020",2023-01-25,"autogestion"
"E02111","SV036",2023-01-25,"virtual"
"E02296","SV037",2023-01-25,"presencial"
"E02318","SV031",2023-01-25,"autogestion"
"E02446","SV017",2023-01-25,"autogestion"
"E02476","SV034",2023-01-25,"autogestion"
"E02571","SV011",2023-01-25,"virtual"
"E02599","SV018",2023-01-25,"virtual"
"E02666","SV034",2023-01-25,"autogestion"
"E02725","SV031",2023-01-25,"virtual"
"E02757","SV013",2023-01-25,"presencial"
"E02999","SV016",2023-01-25,"virtual"
"E03004","SV038",2023-01-25,"presencial"
"E03020","SV008",2023-01-25,"virtual"
"E03041","SV040",2023-01-25,"presencial"
"E03054","SV034",2023-01-25,"autogestion"
"E03239","SV015",2023-01-25,"presencial"
"E03247","SV023",2023-01-25,"presencial"
"E03340","SV015",2023-01-25,"autogestion"
"E03402","SV029",2023-01-25,"presencial"
"E03575","SV034",2023-01-25,"presencial"
"E03579","SV022",2023-01-25,"virtual"
"E03604","SV013",2023-01-25,"presencial"
"E03624","SV038",2023-01-25,"virtual"
"E03723","SV005",2023-01-25,"virtual"
"E03739","SV031",2023-01-25,"autogestion"
"E03765","SV003",2023-01-25,"autogestion"
"E04213","SV032",2023-01-25,"virtual"
"E04272","SV028",2023-01-25,"presencial"
"E04276","SV026",2023-01-25,"autogestion"
"E04312","SV024",2023-01-25,"presencial"
"E04373","SV005",2023-01-25,"virtual"
"E04423","SV013",2023-01-25,"presencial"
"E04428","SV032",2023-01-25,"presencial"
"E04436","SV031",2023-01-25,"virtual"
"E04442","SV027",2023-01-25,"presencial"
"E04469","SV028",2023-01-25,"virtual"
"E04514","SV031",2023-01-25,"presencial"
"E04541","SV014",2023-01-25,"autogestion"
"E04662","SV017",2023-01-25,"autogestion"
"E04705","SV038",2023-01-25,"virtual"
"E04839","SV025",2023-01-25,"presencial"
"E00034","SV033",2023-01-26,"autogestion"
"E00120","SV031",2023-01-26,"virtual"
"E00128","SV031",2023-01-26,"presencial"
"E00138","SV038",2023-01-26,"presencial"
"E00145","SV034",2023-01-26,"virtual"
"E00237","SV028",2023-01-26,"virtual"
"E00401","SV020",2023-01-26,"virtual"
"E00444","SV017",2023-01-26,"autogestion"
"E00467","SV028",2023-01-26,"virtual"
"E00470","SV005",2023-01-26,"virtual"
"E00519","SV008",2023-01-26,"autogestion"
"E00622","SV031",2023-01-26,"autogestion"
"E00728","SV026",2023-01-26,"autogestion"
"E00744","SV013",2023-01-26,"autogestion"
"E00768","SV020",2023-01-26,"autogestion"
"E00865","SV028",2023-01-26,"autogestion"
"E00920","SV029",2023-01-26,"autogestion"
"E00941","SV015",2023-01-26,"presencial"
"E00991","SV015",2023-01-26,"autogestion"
"E01000","SV039",2023-01-26,"presencial"
"E01042","SV015",2023-01-26,"presencial"
"E01162","SV026",2023-01-26,"autogestion"
"E01172","SV017",2023-01-26,"virtual"
"E01195","SV028",2023-01-26,"presencial"
"E01201","SV013",2023-01-26,"presencial"
"E01222","SV011",2023-01-26,"presencial"
"E01356","SV031",2023-01-26,"autogestion"
"E01452","SV024",2023-01-26,"autogestion"
"E01458","SV005",2023-01-26,"autogestion"
"E01506","SV011",2023-01-26,"presencial"
"E01620","SV026",2023-01-26,"virtual"
"E01715","SV028",2023-01-26,"autogestion"
"E01729","SV040",2023-01-26,"autogestion"
"E01837","SV016",2023-01-26,"presencial"
"E01858","SV011",2023-01-26,"autogestion"
"E01969","SV029",2023-01-26,"presencial"
"E01970","SV011",2023-01-26,"virtual"
"E02009","SV028",2023-01-26,"virtual"
"E02012","SV014",2023-01-26,"virtual"
"E02099","SV013",2023-01-26,"autogestion"
"E02275","SV010",2023-01-26,"virtual"
"E02292","SV020",2023-01-26,"virtual"
"E02340","SV010",2023-01-26,"autogestion"
"E02360","SV038",2023-01-26,"virtual"
"E02382","SV031",2023-01-26,"virtual"
